x y
2.020645 9.552572
2.044401 9.564463
2.068284 9.576195
2.092295 9.587767
2.116433 9.599178
2.140700 9.610430
2.165094 9.621521
2.189616 9.632452
2.214266 9.643222
2.239044 9.653833
2.263949 9.664284
2.288982 9.674574
2.314143 9.684704
2.339432 9.694674
2.364849 9.704484
2.390393 9.714133
2.416066 9.723623
2.441866 9.732952
2.467793 9.742122
2.493849 9.751131
2.520033 9.759979
2.546344 9.768668
2.572783 9.777197
2.599350 9.785565
2.626044 9.793773
2.652867 9.801821
2.679817 9.809709
2.706895 9.817437
2.734101 9.825005
2.761434 9.832412
2.788896 9.839659
2.816485 9.846746
2.844202 9.853673
2.872047 9.860440
2.900019 9.867047
2.928120 9.873493
2.956348 9.879780
2.984704 9.885906
3.013188 9.891872
3.041799 9.897677
3.070539 9.903323
3.099406 9.908809
3.128401 9.914134
3.157524 9.919299
3.186774 9.924304
3.216153 9.929149
3.245659 9.933834
3.275293 9.938358
3.305055 9.942723
3.334944 9.946927
3.364962 9.950971
3.395107 9.954855
3.425380 9.958578
3.455780 9.962142
3.486309 9.965545
3.516965 9.968789
3.547749 9.971872
3.578661 9.974795
3.609701 9.977558
3.640869 9.980160
3.672164 9.982603
3.703587 9.984885
3.735138 9.987007
3.766817 9.988969
3.798623 9.990771
3.830558 9.992412
3.862620 9.993894
3.894810 9.995215
3.927128 9.996376
3.959573 9.997377
3.992146 9.998218
4.024848 9.998899
4.057676 9.999419
4.090633 9.999780
4.123718 9.999980
4.156922 10.000020
4.190081 9.999900
4.223124 9.999620
4.256053 9.999179
4.288868 9.998579
4.321567 9.997818
4.354152 9.996897
4.386623 9.995816
4.418979 9.994575
4.451220 9.993173
4.483346 9.991612
4.515358 9.989890
4.547255 9.988008
4.579038 9.985966
4.610706 9.983764
4.642259 9.981401
4.673698 9.978879
4.705022 9.976196
4.736231 9.973353
4.767326 9.970350
4.798306 9.967187
4.829171 9.963864
4.859922 9.960380
4.890558 9.956737
4.921079 9.952933
4.951486 9.948969
4.981778 9.944845
5.011956 9.940560
5.042019 9.936116
5.071967 9.931511
5.101801 9.926747
5.131520 9.921822
5.161124 9.916737
5.190614 9.911491
5.219989 9.906086
5.249249 9.900520
5.278395 9.894795
5.307426 9.888909
5.336342 9.882863
5.365144 9.876656
5.393831 9.870290
5.422404 9.863763
5.450862 9.857077
5.479205 9.850230
5.507434 9.843223
5.535548 9.836056
5.563547 9.828728
5.591431 9.821241
5.619202 9.813593
5.646857 9.805785
5.674398 9.797817
5.701824 9.789689
5.729135 9.781401
5.756332 9.772952
5.783414 9.764344
5.810382 9.755575
5.837234 9.746646
5.863973 9.737557
5.890596 9.728308
5.917105 9.718898
5.943500 9.709329
5.969779 9.699599
5.995944 9.689709
6.021995 9.679659
6.047930 9.669449
6.073751 9.659078
6.099458 9.648548
6.125050 9.637857
6.150527 9.627006
6.175889 9.615995
6.201137 9.604824
6.226270 9.593493
6.251289 9.582001
6.276193 9.570349
6.300982 9.558538
6.325657 9.546566
6.350217 9.534433
6.374662 9.522141
6.398993 9.509689
6.423209 9.497076
6.447310 9.484303
6.471297 9.471370
6.495169 9.458277
6.518927 9.445024
6.542569 9.431610
6.566098 9.418037
6.589511 9.404303
6.612810 9.390409
6.635994 9.376355
6.659064 9.362141
6.682019 9.347766
6.704859 9.333232
6.727585 9.318537
6.750196 9.303682
6.772692 9.288667
6.795074 9.273492
6.817341 9.258156
6.839494 9.242661
6.861532 9.227005
6.883455 9.211189
6.905263 9.195213
6.926957 9.179077
6.948536 9.162781
6.970001 9.146324
6.991351 9.129708
7.012586 9.112931
7.033707 9.095994
7.054713 9.078897
7.075604 9.061640
7.096381 9.044222
7.117043 9.026644
7.137591 9.008907
7.158024 8.991009
7.178342 8.972951
7.198545 8.954732
7.218634 8.936354
7.238608 8.917815
7.258468 8.899117
7.278213 8.880258
7.297843 8.861239
7.317359 8.842059
7.336760 8.822720
7.356046 8.803221
7.375218 8.783561
7.394275 8.763741
7.413218 8.743761
7.432045 8.723621
7.450759 8.703320
7.469357 8.682860
7.487841 8.662239
7.506210 8.641458
7.524465 8.620517
7.542605 8.599416
7.560630 8.578155
7.578541 8.556733
7.596337 8.535152
7.614018 8.513410
7.631585 8.491508
7.649037 8.469446
7.666374 8.447224
7.683597 8.424841
7.700705 8.402299
7.717699 8.379596
7.734578 8.356733
7.751342 8.333710
7.767991 8.310527
7.784526 8.287183
7.800946 8.263680
7.817252 8.240016
7.833443 8.216192
7.849519 8.192208
7.865481 8.168064
7.881328 8.143760
7.897061 8.119295
7.912678 8.094670
7.928182 8.069886
7.943570 8.044941
7.958844 8.019835
7.974003 7.994570
7.989048 7.969145
8.003978 7.943559
8.018793 7.917813
8.033493 7.891907
8.048079 7.865841
8.062551 7.839615
8.076907 7.813228
8.091150 7.786682
8.105277 7.759975
8.119290 7.733108
8.133188 7.706081
8.146971 7.678894
8.160640 7.651546
8.174194 7.624039
8.187634 7.596371
8.200959 7.568543
8.214169 7.540555
8.227265 7.512407
8.240246 7.484098
8.253112 7.455630
8.265864 7.427001
8.278501 7.398212
8.291023 7.369263
8.303431 7.340154
8.315724 7.310885
8.327902 7.281455
8.339966 7.251866
8.351915 7.222116
8.363750 7.192206
8.375470 7.162136
8.387075 7.131905
8.398566 7.101515
8.409941 7.070964
8.421203 7.040254
8.432349 7.009383
8.443381 6.978352
8.454299 6.947160
8.465102 6.915809
8.475790 6.884297
8.486363 6.852626
8.496822 6.820794
8.507166 6.788802
8.517396 6.756649
8.527510 6.724337
8.537511 6.691864
8.547396 6.659232
8.557167 6.626439
8.566824 6.593486
8.576365 6.560373
8.585792 6.527099
8.595105 6.493666
8.604302 6.460072
8.613385 6.426318
8.622354 6.392404
8.631208 6.358330
8.639947 6.324096
8.648571 6.289701
8.657081 6.255147
8.665476 6.220432
8.673757 6.185557
8.681923 6.150522
8.689974 6.115327
8.697911 6.079971
8.705733 6.044456
8.713440 6.008780
8.721033 5.972944
8.728511 5.936948
8.735874 5.900792
8.743123 5.864475
8.750257 5.827999
8.757277 5.791362
8.764182 5.754565
8.770972 5.717608
8.777647 5.680491
8.784208 5.643213
8.790654 5.605776
8.796986 5.568178
8.803203 5.530420
8.809305 5.492502
8.815293 5.454424
8.821166 5.416186
8.826925 5.377787
8.832568 5.339229
8.838097 5.300510
8.843512 5.261631
8.848812 5.222592
8.853997 5.183393
8.859067 5.144033
8.864023 5.104513
8.868865 5.064834
8.873591 5.024994
8.878223 4.985016
8.882966 4.945136
8.887876 4.905416
8.892952 4.865857
8.898195 4.826457
8.903604 4.787218
8.909179 4.748139
8.914921 4.709220
8.920829 4.670461
8.926904 4.631862
8.933145 4.593424
8.939553 4.555145
8.946127 4.517027
8.952868 4.479069
8.959775 4.441271
8.966848 4.403634
8.974088 4.366156
8.981494 4.328839
8.989067 4.291681
8.996806 4.254684
9.004712 4.217847
9.012784 4.181171
9.021022 4.144654
9.029427 4.108298
9.037998 4.072101
9.046736 4.036065
9.055640 4.000189
9.064711 3.964473
9.073948 3.928918
9.083352 3.893522
9.092922 3.858287
9.102658 3.823212
9.112561 3.788297
9.122630 3.753542
9.132866 3.718947
9.143268 3.684513
9.153837 3.650238
9.164572 3.616124
9.175473 3.582170
9.186541 3.548376
9.197775 3.514743
9.209176 3.481269
9.220743 3.447956
9.232477 3.414802
9.244377 3.381809
9.256444 3.348977
9.268677 3.316304
9.281076 3.283791
9.293642 3.251439
9.306374 3.219246
9.319273 3.187214
9.332338 3.155342
9.345570 3.123631
9.358968 3.092079
9.372532 3.060688
9.386263 3.029456
9.400161 2.998385
9.414224 2.967474
9.428455 2.936723
9.442851 2.906133
9.457414 2.875702
9.472144 2.845432
9.487040 2.815322
9.502102 2.785372
9.517331 2.755582
9.532727 2.725952
9.548288 2.696483
9.564017 2.667173
9.579911 2.638024
9.595972 2.609035
9.612200 2.580206
9.628594 2.551537
9.645154 2.523029
9.661881 2.494680
9.678774 2.466492
9.695834 2.438464
9.713060 2.410596
9.730452 2.382888
9.748011 2.355341
9.765737 2.327953
9.783629 2.300726
9.801687 2.273659
9.819912 2.246752
9.838303 2.220005
9.856861 2.193418
9.875585 2.166992
9.894475 2.140726
9.913532 2.114619
9.932755 2.088673
9.952145 2.062888
9.971701 2.037262
9.991424 2.011796
10.011313 1.986491
10.031369 1.961346
10.051591 1.936361
10.071979 1.911536
10.092534 1.886871
10.113255 1.862367
10.134143 1.838022
10.155197 1.813838
10.176418 1.789814
10.197805 1.765950
10.219359 1.742246
10.241079 1.718703
10.262965 1.695319
10.285018 1.672096
10.307237 1.649033
10.329623 1.626130
10.352175 1.603387
10.374893 1.580804
10.397778 1.558382
10.420830 1.536120
10.444048 1.514017
10.467432 1.492075
10.490983 1.470294
10.514700 1.448672
10.538584 1.427210
10.562634 1.405909
10.586850 1.384768
10.611233 1.363787
10.635783 1.342966
10.660498 1.322305
10.685381 1.301805
10.710429 1.281464
10.735645 1.261284
10.761026 1.241264
10.786574 1.221404
10.812289 1.201704
10.838170 1.182165
10.864217 1.162785
10.890431 1.143566
10.916811 1.124507
10.943357 1.105608
10.970071 1.086869
10.996950 1.068291
11.023996 1.049872
11.051208 1.031614
11.078587 1.013516
11.106133 0.995578
11.133844 0.977800
11.161722 0.960182
11.189767 0.942725
11.217978 0.925428
11.246355 0.908290
11.274899 0.891313
11.303610 0.874496
11.332486 0.857840
11.361530 0.841343
11.390739 0.825007
11.420115 0.808831
11.449658 0.792815
11.479367 0.776959
11.509242 0.761263
11.539284 0.745727
11.569492 0.730352
11.599867 0.715137
11.630408 0.700082
11.661116 0.685187
11.691990 0.670452
11.723030 0.655877
11.754237 0.641463
11.785611 0.627209
11.817150 0.613114
11.848857 0.599181
11.880729 0.585407
11.912768 0.571793
11.944974 0.558340
11.977346 0.545046
12.009884 0.531913
12.042589 0.518940
12.075461 0.506127
12.108498 0.493475
12.141702 0.480982
12.175073 0.468650
12.208610 0.456478
12.242314 0.444465
12.276183 0.432614
12.310220 0.420922
12.344423 0.409390
12.378792 0.398019
12.413327 0.386808
12.448030 0.375757
12.482898 0.364866
12.517933 0.354135
12.553135 0.343564
12.588502 0.333154
12.624037 0.322904
12.659737 0.312814
12.695605 0.302884
12.731638 0.293114
12.767838 0.283504
12.804205 0.274055
12.840738 0.264765
12.877437 0.255636
12.914303 0.246667
12.951335 0.237858
12.988534 0.229210
13.025899 0.220721
13.063430 0.212393
13.101128 0.204225
13.138993 0.196217
13.177024 0.188369
13.215221 0.180681
13.253585 0.173154
13.292115 0.165786
13.330812 0.158579
13.369675 0.151532
13.408704 0.144645
13.447900 0.137918
13.487262 0.131352
13.526791 0.124945
13.566486 0.118699
13.606348 0.112613
13.646376 0.106687
13.686571 0.100921
13.726932 0.095316
13.767459 0.089870
13.808153 0.084585
13.849013 0.079460
13.890040 0.074495
13.931233 0.069690
13.972593 0.065045
14.014119 0.060561
14.055812 0.056236
14.097670 0.052072
14.139696 0.048068
14.181888 0.044224
14.224246 0.040541
14.266771 0.037017
14.309462 0.033654
14.352319 0.030451
14.395343 0.027407
14.438534 0.024525
14.481891 0.021802
14.525414 0.019239
14.569104 0.016837
14.612960 0.014595
14.656983 0.012513
14.701172 0.010591
14.745527 0.008829
14.790049 0.007227
14.834737 0.005786
14.879592 0.004505
14.924614 0.003383
14.969801 0.002422
15.015155 0.001622
15.060676 0.000981
15.106363 0.000501
15.152216 0.000180
15.198236 0.000020
15.244379 0.000020
15.290386 0.000180
15.336213 0.000501
15.381861 0.000981
15.427329 0.001622
15.472617 0.002422
15.517726 0.003383
15.562655 0.004505
15.607405 0.005786
15.651975 0.007227
15.696365 0.008829
15.740576 0.010591
15.784607 0.012513
15.828459 0.014595
15.872131 0.016837
15.915623 0.019239
15.958936 0.021802
16.002069 0.024525
16.045023 0.027407
16.087797 0.030451
16.130392 0.033654
16.172806 0.037017
16.215042 0.040541
16.257097 0.044224
16.298974 0.048068
16.340670 0.052072
16.382187 0.056236
16.423524 0.060561
16.464682 0.065045
16.505660 0.069690
16.546459 0.074495
16.587078 0.079460
16.627517 0.084585
16.667777 0.089870
16.707857 0.095316
16.747758 0.100921
16.787479 0.106687
16.827020 0.112613
16.866382 0.118699
16.905564 0.124945
16.944567 0.131352
16.983390 0.137918
17.022033 0.144645
17.060497 0.151532
17.098782 0.158579
17.136886 0.165786
17.174811 0.173154
17.212557 0.180681
17.250123 0.188369
17.287509 0.196217
17.324716 0.204225
17.361743 0.212393
17.398591 0.220721
17.435259 0.229210
17.471747 0.237858
17.508056 0.246667
17.544185 0.255636
17.580134 0.264765
17.615904 0.274055
17.651495 0.283504
17.686906 0.293114
17.722137 0.302884
17.757188 0.312814
17.792061 0.322904
17.826753 0.333154
17.861266 0.343564
17.895599 0.354135
17.929753 0.364866
17.963727 0.375757
17.997521 0.386808
18.031136 0.398019
18.064571 0.409390
18.097827 0.420922
18.130903 0.432614
18.163800 0.444465
18.196517 0.456478
18.229054 0.468650
18.261412 0.480982
18.293590 0.493475
18.325589 0.506127
18.357407 0.518940
18.389047 0.531913
18.420507 0.545046
18.451787 0.558340
18.482887 0.571793
18.513808 0.585407
18.544550 0.599181
18.575112 0.613114
18.605494 0.627209
18.635697 0.641463
18.665720 0.655877
18.695563 0.670452
18.725227 0.685187
18.754711 0.700082
18.784016 0.715137
18.813141 0.730352
18.842087 0.745727
18.870852 0.761263
18.899439 0.776959
18.927845 0.792815
18.956073 0.808831
18.984120 0.825007
19.011988 0.841343
19.039676 0.857840
19.067185 0.874496
19.094514 0.891313
19.121664 0.908290
19.148634 0.925428
19.175424 0.942725
19.202035 0.960182
19.228466 0.977800
19.254718 0.995578
19.280790 1.013516
19.306682 1.031614
19.332395 1.049872
19.357929 1.068291
19.383282 1.086869
19.408456 1.105608
19.433451 1.124507
19.458266 1.143566
19.482901 1.162785
19.507357 1.182165
19.531633 1.201704
19.555729 1.221404
19.579646 1.241264
19.603383 1.261284
19.626941 1.281464
19.650319 1.301805
19.673518 1.322305
19.696537 1.342966
19.719376 1.363787
19.742036 1.384768
19.764516 1.405909
19.786817 1.427210
19.808938 1.448672
19.830879 1.470294
19.852641 1.492075
19.874223 1.514017
19.895626 1.536120
19.916849 1.558382
19.937892 1.580804
19.958756 1.603387
19.979441 1.626130
19.999945 1.649033
20.020270 1.672096
20.040416 1.695319
20.060382 1.718703
20.080168 1.742246
20.099775 1.765950
20.119202 1.789814
20.138449 1.813838
20.157517 1.838022
20.176406 1.862367
20.195114 1.886871
20.213644 1.911536
20.231993 1.936361
20.250163 1.961346
20.268154 1.986491
20.285964 2.011796
20.303596 2.037262
20.321047 2.062888
20.338319 2.088673
20.355412 2.114619
20.372324 2.140726
20.389058 2.166992
20.405611 2.193418
20.421985 2.220005
20.438180 2.246752
20.454195 2.273659
20.470030 2.300726
20.485686 2.327953
20.501162 2.355341
20.516458 2.382888
20.531575 2.410596
20.546513 2.438464
20.561270 2.466492
20.575849 2.494680
20.590247 2.523029
20.604466 2.551537
20.618505 2.580206
20.632365 2.609035
20.646045 2.638024
20.659546 2.667173
20.672867 2.696483
20.686008 2.725952
20.698970 2.755582
20.711752 2.785372
20.724355 2.815322
20.736778 2.845432
20.749022 2.875702
20.761085 2.906133
20.772970 2.936723
20.784674 2.967474
20.796199 2.998385
20.807545 3.029456
20.818711 3.060688
20.829697 3.092079
20.840504 3.123631
20.851131 3.155342
20.861578 3.187214
20.871846 3.219246
20.881935 3.251439
20.891843 3.283791
20.901573 3.316304
20.911122 3.348977
20.920492 3.381809
20.929683 3.414802
20.938693 3.447956
20.947525 3.481269
20.956176 3.514743
20.964648 3.548376
20.972941 3.582170
20.981053 3.616124
20.988987 3.650238
20.996740 3.684513
21.004314 3.718947
21.011709 3.753542
21.018924 3.788297
21.025959 3.823212
21.032815 3.858287
21.039491 3.893522
21.045987 3.928918
21.052304 3.964473
21.058442 4.000189
21.064399 4.036065
21.070177 4.072101
21.075776 4.108298
21.081195 4.144654
21.086434 4.181171
21.091494 4.217847
21.096374 4.254684
21.101075 4.291681
21.105596 4.328839
21.109937 4.366156
21.114099 4.403634
21.118081 4.441271
21.121884 4.479069
21.125507 4.517027
21.128950 4.555145
21.132214 4.593424
21.135298 4.631862
21.138203 4.670461
21.140928 4.709220
21.143474 4.748139
21.145840 4.787218
21.148026 4.826457
21.150033 4.865857
21.151860 4.905416
21.153507 4.945136
21.154975 4.985016
21.156324 5.024994
21.157778 5.064834
21.159360 5.104513
21.161071 5.144033
21.162909 5.183393
21.164874 5.222592
21.166968 5.261631
21.169189 5.300510
21.171538 5.339229
21.174015 5.377787
21.176620 5.416186
21.179353 5.454424
21.182213 5.492502
21.185201 5.530420
21.188317 5.568178
21.191561 5.605776
21.194932 5.643213
21.198432 5.680491
21.202059 5.717608
21.205814 5.754565
21.209696 5.791362
21.213707 5.827999
21.217845 5.864475
21.222111 5.900792
21.226505 5.936948
21.231027 5.972944
21.235676 6.008780
21.240454 6.044456
21.245359 6.079971
21.250392 6.115327
21.255552 6.150522
21.260841 6.185557
21.266257 6.220432
21.271801 6.255147
21.277473 6.289701
21.283273 6.324096
21.289200 6.358330
21.295256 6.392404
21.301439 6.426318
21.307750 6.460072
21.314188 6.493666
21.320755 6.527099
